,county,lead,state,totalpop,men,women,hispanic,white,black,native,asian,pacific,citizen,income,incomeerr,incomepercap,incomepercaperr,poverty,childpoverty,professional,service,office,construction,production,drive,carpool,transit,walk,othertransp,workathome,meancommute,employed,privatework,publicwork,selfemployed,familywork,unemployment
8564,Montgomery,Donald Trump,KS,34184.0,16851.0,17333.0,6.0,80.4,5.1,2.7,0.9,0.2,25433.0,41083.0,1652.0,20864.0,836.0,19.0,26.3,27.8,17.5,21.2,9.8,23.7,81.7,9.6,0.1,5.1,1.7,1.8,16.8,14514.0,77.9,15.0,6.8,0.3,8.7
8568,Meade,Donald Trump,SD,26381.0,13823.0,12558.0,4.0,88.3,1.7,1.7,1.0,0.1,19772.0,52473.0,3785.0,27123.0,2457.0,10.8,13.6,33.4,18.2,22.7,14.1,11.7,77.6,11.9,0.4,3.1,0.6,6.4,20.2,12907.0,73.2,18.6,8.2,0.0,2.3
8572,Cass,Donald Trump,TX,30328.0,14717.0,15611.0,4.1,76.6,17.2,0.2,0.4,0.1,23249.0,37352.0,2430.0,20991.0,916.0,19.8,30.8,21.3,19.2,24.4,14.9,20.2,88.1,5.8,0.3,1.2,2.3,2.3,25.1,11964.0,76.0,15.9,8.1,0.0,9.2
8576,Pike,Donald Trump,OH,28396.0,14207.0,14189.0,0.9,95.7,0.7,0.2,0.3,0.3,21417.0,40283.0,3651.0,20790.0,1215.0,23.1,33.2,31.1,19.6,17.8,12.7,18.9,85.4,9.4,0.4,0.7,0.7,3.4,29.1,9887.0,73.8,19.2,6.6,0.4,13.4
8581,Jefferson,Donald Trump,ID,26792.0,13541.0,13251.0,10.3,87.2,0.1,0.4,0.0,0.2,16540.0,51171.0,2160.0,19501.0,880.0,13.1,17.7,33.7,12.1,22.5,17.5,14.1,76.8,14.1,1.4,1.7,1.5,4.6,25.1,11157.0,76.6,16.6,6.7,0.2,6.1
8589,Montgomery,Donald Trump,NC,27601.0,13393.0,14208.0,14.9,63.6,18.5,0.5,1.6,0.0,19630.0,32500.0,2020.0,19331.0,1195.0,25.1,38.5,26.6,17.6,17.3,14.0,24.5,84.0,11.0,0.2,1.1,1.3,2.4,23.8,10397.0,76.4,17.0,6.1,0.5,10.5
8592,Montgomery,Donald Trump,KY,27167.0,13368.0,13799.0,2.5,93.1,2.9,0.3,0.0,0.1,20441.0,39275.0,3473.0,20850.0,1602.0,26.0,35.6,28.0,14.6,22.3,11.8,23.3,82.1,14.2,0.1,1.1,1.0,1.6,24.0,10948.0,77.7,16.6,5.5,0.2,10.4
8598,Marion,Donald Trump,MS,26109.0,12711.0,13398.0,1.4,65.0,32.2,0.2,0.0,0.0,19605.0,30668.0,2602.0,19491.0,1488.0,28.4,43.5,27.9,15.0,24.0,16.1,17.0,80.4,9.7,0.2,1.1,4.4,4.2,33.8,9272.0,76.8,16.0,6.6,0.7,10.4
8605,Mendocino,Hillary Clinton,CA,87544.0,43827.0,43717.0,23.6,66.7,0.6,3.4,1.9,0.2,61868.0,42980.0,1757.0,24059.0,1011.0,20.4,28.1,30.3,21.8,24.9,14.0,9.0,73.7,10.9,0.5,5.5,1.9,7.5,18.9,36848.0,64.9,19.1,15.4,0.6,12.2
8610,Dukes,Hillary Clinton,MA,17048.0,8443.0,8605.0,0.8,92.1,3.1,0.8,0.8,0.0,13009.0,64222.0,8996.0,38560.0,4531.0,11.7,19.9,44.2,17.5,17.3,16.8,4.3,74.3,6.3,4.0,4.2,3.0,8.3,14.4,8849.0,61.3,16.0,22.6,0.2,5.2
8614,Hubbard,Donald Trump,MN,20574.0,10282.0,10292.0,1.8,93.5,0.5,2.0,0.5,0.0,16106.0,47486.0,1961.0,25725.0,698.0,11.6,17.1,30.3,19.9,22.7,12.4,14.8,79.4,9.2,0.4,3.6,1.2,6.1,21.3,9475.0,72.9,17.3,9.6,0.2,5.0
8623,Anderson,Donald Trump,KY,21761.0,10599.0,11162.0,1.5,94.4,2.3,0.0,0.6,0.0,16212.0,53974.0,3350.0,24353.0,1136.0,10.3,13.7,29.0,15.9,25.5,10.5,19.0,82.8,15.2,0.0,0.2,0.5,1.4,25.9,10646.0,66.7,26.5,6.8,0.1,6.9
8629,Simpson,Donald Trump,MS,27401.0,13373.0,14028.0,1.8,61.6,35.7,0.0,0.0,0.0,20156.0,35375.0,2222.0,17412.0,1293.0,26.1,38.7,26.8,17.1,18.2,17.3,20.6,83.1,11.0,0.4,1.6,2.5,1.4,35.6,9821.0,79.2,14.6,6.1,0.1,10.9
8636,Miller,Donald Trump,MO,24956.0,12272.0,12684.0,1.7,95.2,0.4,1.0,0.3,0.0,18966.0,38094.0,2006.0,21268.0,1320.0,20.1,29.9,25.4,22.4,27.0,10.4,14.9,75.5,16.4,0.0,1.3,2.4,4.3,27.4,10832.0,73.8,15.9,9.6,0.7,8.1
8641,Mineral,Donald Trump,WV,27755.0,13696.0,14059.0,0.9,94.2,3.0,0.0,0.3,0.0,22009.0,31790.0,2266.0,19111.0,825.0,16.9,20.7,24.8,18.7,24.6,12.9,19.0,82.1,14.2,0.2,1.4,0.8,1.3,26.2,10716.0,77.3,18.9,3.8,0.0,8.8
8646,Marshall,Donald Trump,TN,31159.0,15339.0,15820.0,4.9,86.0,7.0,0.0,0.5,0.0,23060.0,42661.0,2531.0,21962.0,1108.0,16.2,25.3,24.7,16.7,22.6,9.7,26.3,86.9,9.0,0.2,0.8,1.6,1.5,30.1,13637.0,80.8,12.9,6.2,0.1,8.4
8653,Tate,Donald Trump,MS,28415.0,13835.0,14580.0,2.5,65.1,30.8,0.0,0.4,0.0,21185.0,42880.0,2739.0,21547.0,1559.0,17.5,23.0,28.9,18.0,22.7,12.0,18.5,86.2,8.1,0.0,1.4,1.1,3.1,30.1,11418.0,79.9,15.8,4.2,0.1,10.0
8660,Curry,Donald Trump,NM,50497.0,26088.0,24409.0,39.9,50.1,5.7,0.6,1.5,0.1,34107.0,41084.0,2099.0,21929.0,1693.0,21.0,32.6,27.8,18.6,21.4,16.5,15.7,83.3,9.9,0.3,2.1,2.9,1.5,14.3,20599.0,73.3,22.1,4.7,0.0,9.1
8668,Union,Donald Trump,MS,27811.0,13525.0,14286.0,4.5,78.8,14.2,0.2,0.7,0.1,20110.0,35865.0,2740.0,18889.0,1018.0,22.5,33.2,21.9,12.5,26.2,10.7,28.6,83.3,10.5,0.3,1.7,0.6,3.6,24.4,10949.0,82.7,11.6,5.6,0.1,10.7
8675,Washington,Donald Trump,IN,27930.0,13867.0,14063.0,1.4,97.0,0.1,0.4,0.2,0.0,21122.0,41289.0,2188.0,20483.0,1065.0,15.2,22.7,25.6,14.3,19.8,12.2,28.1,82.3,11.5,0.1,0.8,0.7,4.4,31.5,11783.0,83.8,9.7,6.4,0.1,10.1
8678,Haralson,Donald Trump,GA,28565.0,13951.0,14614.0,1.3,91.0,4.9,0.1,0.8,0.0,21341.0,41910.0,4156.0,20740.0,1255.0,20.3,27.7,28.2,19.7,18.8,14.4,18.9,87.7,7.2,0.1,1.6,0.8,2.5,31.8,11136.0,74.8,18.3,6.8,0.0,12.3
8681,Taylor,Donald Trump,KY,24993.0,12128.0,12865.0,2.1,90.4,4.0,0.1,0.9,0.0,19134.0,33340.0,2455.0,18120.0,901.0,23.7,36.5,25.3,17.2,27.9,10.3,19.3,79.5,10.5,0.1,3.8,1.7,4.4,18.8,10395.0,78.6,14.3,7.1,0.0,9.6
8687,Clay,Donald Trump,IN,26686.0,13079.0,13607.0,1.3,96.7,0.2,0.2,0.1,0.0,20358.0,47602.0,2539.0,21856.0,746.0,14.5,18.1,26.7,18.3,22.5,9.9,22.6,82.2,12.1,0.2,2.1,0.8,2.6,25.4,11766.0,78.4,15.4,6.1,0.1,7.8
8690,Fairfield,Hillary Clinton,SC,23108.0,11060.0,12048.0,1.9,37.9,57.4,0.0,0.3,0.0,17886.0,36004.0,4051.0,20401.0,1743.0,24.4,36.3,24.1,21.9,20.7,10.0,23.3,85.1,9.5,0.2,1.4,0.4,3.4,29.7,8693.0,78.0,18.8,3.2,0.1,12.8
8697,Wasco,Donald Trump,OR,25492.0,12634.0,12858.0,16.5,76.1,0.4,3.6,1.0,0.5,18219.0,43422.0,2729.0,22828.0,1049.0,16.1,20.7,28.0,22.7,22.2,16.4,10.7,74.0,10.9,1.5,4.5,1.6,7.5,16.0,10907.0,74.8,16.8,8.3,0.1,9.0
8701,Saline,Donald Trump,IL,24783.0,12036.0,12747.0,1.6,91.8,3.7,0.3,0.6,0.0,19220.0,38258.0,2003.0,21175.0,1013.0,23.0,35.4,23.1,24.1,23.4,15.2,14.1,84.6,9.6,0.8,1.7,0.7,2.6,22.6,9841.0,76.8,15.9,7.0,0.3,13.0
8705,Winneshiek,Donald Trump,IA,20884.0,10386.0,10498.0,2.1,95.3,0.9,0.2,1.2,0.0,16595.0,54429.0,2466.0,26211.0,932.0,8.1,8.9,36.4,17.4,21.3,10.1,14.9,65.9,7.4,0.1,16.2,2.0,8.4,16.0,12230.0,79.9,10.3,9.5,0.2,3.0
8715,Jo Daviess,Donald Trump,IL,22397.0,11254.0,11143.0,3.1,94.9,0.3,0.2,0.4,0.0,17685.0,53221.0,1951.0,29362.0,1319.0,9.2,11.0,26.6,18.5,25.2,12.7,17.0,80.2,9.3,0.8,3.2,0.7,5.8,21.9,10991.0,81.2,10.4,8.1,0.3,5.6
8719,Wasatch,Donald Trump,UT,26661.0,13421.0,13240.0,13.2,84.2,0.1,0.1,1.4,0.1,16103.0,66486.0,4869.0,26397.0,1329.0,10.0,12.3,34.6,20.3,24.8,11.2,9.0,80.5,9.1,0.5,1.5,2.2,6.3,25.6,12451.0,79.0,15.3,5.4,0.2,4.7
8729,Washington,Donald Trump,FL,24629.0,13478.0,11151.0,3.4,77.4,15.1,0.7,0.1,0.1,19377.0,38970.0,2275.0,18164.0,1131.0,21.5,34.2,28.8,21.9,24.5,13.6,11.2,84.3,9.1,0.4,1.0,2.9,2.3,29.3,8307.0,72.5,18.8,8.4,0.3,11.5
8735,Staunton city,Hillary Clinton,VA,24193.0,10861.0,13332.0,2.6,81.6,11.9,0.2,1.0,0.0,19306.0,40842.0,2458.0,25182.0,1618.0,17.7,28.9,36.3,20.6,24.0,7.5,11.6,82.2,7.2,0.5,5.1,1.9,3.1,19.0,11297.0,71.7,22.2,5.9,0.2,5.6
8740,Fredericksburg city,Hillary Clinton,VA,27395.0,12783.0,14612.0,11.1,59.8,22.2,0.1,2.5,0.1,20606.0,51762.0,5045.0,29090.0,1874.0,16.5,19.5,42.1,22.7,23.3,5.5,6.4,71.0,12.6,3.9,5.4,1.2,5.8,25.9,13384.0,75.0,21.6,3.1,0.2,8.9
8745,Giles,Donald Trump,TN,28949.0,14161.0,14788.0,1.9,84.8,10.0,0.0,0.7,0.1,22332.0,41093.0,2568.0,20765.0,989.0,16.4,20.4,26.7,14.8,22.4,9.1,26.9,86.6,8.4,0.3,2.0,0.6,2.2,25.9,11881.0,75.8,15.5,8.8,0.0,9.9
8752,Jennings,Donald Trump,IN,28113.0,14134.0,13979.0,2.3,95.5,1.4,0.1,0.2,0.0,21051.0,44736.0,2657.0,21434.0,1066.0,15.9,22.5,23.6,16.5,21.8,10.1,27.9,84.4,9.5,0.6,1.4,1.5,2.7,26.7,12285.0,81.9,13.6,4.4,0.1,9.7
8755,Hendry,Donald Trump,FL,38363.0,20318.0,18045.0,50.5,34.1,11.7,1.4,1.0,0.1,21508.0,36771.0,2562.0,16980.0,1420.0,26.4,32.1,22.0,13.2,17.3,33.7,13.8,67.3,14.4,7.9,2.2,5.2,2.9,28.7,14732.0,81.3,14.5,4.0,0.2,11.9
8761,Decatur,Donald Trump,IN,26240.0,12985.0,13255.0,1.8,95.3,0.6,0.1,1.3,0.0,19469.0,49799.0,2656.0,23346.0,913.0,14.2,22.7,27.8,14.9,18.0,10.1,29.2,86.6,7.7,0.6,1.6,1.0,2.5,21.6,12601.0,87.2,8.9,3.8,0.0,6.3
8764,Adams,Donald Trump,OH,28229.0,13957.0,14272.0,0.9,96.7,0.4,0.2,0.1,0.0,21205.0,35560.0,2552.0,18556.0,910.0,24.6,31.4,27.9,19.3,17.4,14.0,21.5,80.0,10.7,0.6,2.7,1.6,4.4,34.6,10135.0,81.4,12.3,6.0,0.3,13.4
8769,Fayette,Donald Trump,TX,24849.0,12267.0,12582.0,19.6,72.6,7.2,0.0,0.1,0.0,18420.0,47808.0,4108.0,28458.0,2111.0,12.4,18.9,22.7,17.2,25.9,17.1,17.1,83.2,9.2,0.2,1.7,1.2,4.5,23.3,11669.0,77.4,13.4,9.0,0.2,1.8
8773,Chaffee,Donald Trump,CO,18309.0,9798.0,8511.0,10.1,85.4,2.0,0.7,0.3,0.0,15187.0,51092.0,2278.0,28064.0,2002.0,8.7,12.3,36.1,18.2,25.6,13.0,7.1,69.5,8.6,0.2,4.2,6.0,11.6,15.1,8170.0,69.6,18.5,10.6,1.3,5.9
8795,Franklin,Donald Trump,IN,22935.0,11446.0,11489.0,1.0,97.4,0.2,0.1,0.6,0.0,17234.0,51748.0,2963.0,24032.0,1151.0,10.6,11.7,31.7,14.7,20.4,14.8,18.4,87.2,6.7,0.1,1.1,0.8,3.9,31.2,11103.0,82.2,10.2,7.2,0.4,6.4
8798,Orleans,Hillary Clinton,VT,27146.0,13611.0,13535.0,1.3,95.7,0.5,0.5,0.5,0.0,21274.0,42831.0,1753.0,23213.0,629.0,15.5,20.6,32.6,17.6,20.9,15.2,13.7,79.3,8.9,0.1,2.5,1.9,7.2,23.2,12168.0,70.4,17.0,12.0,0.6,5.6
8804,Fillmore,Donald Trump,MN,20843.0,10445.0,10398.0,1.1,97.3,0.4,0.1,0.4,0.0,15728.0,51665.0,1872.0,26348.0,626.0,11.1,16.5,34.7,18.2,18.7,13.8,14.6,71.7,11.7,2.8,4.9,1.8,7.1,25.8,10595.0,77.2,11.7,10.6,0.5,4.3
8813,Sumter,Hillary Clinton,GA,31429.0,14894.0,16535.0,5.3,40.2,51.6,0.2,1.3,0.0,23107.0,32758.0,2525.0,17404.0,724.0,33.2,52.7,33.0,20.0,21.0,7.8,18.2,78.9,13.9,0.0,3.4,1.0,2.7,20.7,11392.0,68.5,25.9,4.6,1.0,14.4
8816,Madison,Donald Trump,NC,21027.0,10461.0,10566.0,2.4,94.1,1.9,0.2,0.5,0.0,16816.0,37904.0,3017.0,21076.0,1270.0,18.1,24.6,31.3,20.3,20.6,14.3,13.4,78.9,11.2,0.1,2.2,0.6,7.1,27.5,8935.0,75.4,14.8,9.8,0.1,7.3
8819,Douglas,Donald Trump,WA,39599.0,19875.0,19724.0,30.0,66.1,0.2,0.9,0.7,0.0,25070.0,53636.0,2812.0,23598.0,920.0,14.8,23.9,24.9,16.3,21.9,22.2,14.7,81.7,7.8,0.5,2.5,4.2,3.3,19.3,18034.0,79.2,14.6,5.7,0.4,6.5
8826,Marengo,Hillary Clinton,AL,20306.0,9452.0,10854.0,2.3,45.8,51.3,0.1,0.1,0.0,15431.0,32042.0,2576.0,21471.0,1907.0,26.1,35.5,28.4,18.2,20.7,12.5,20.2,85.5,9.4,0.4,0.8,0.9,3.0,22.1,6860.0,72.6,18.8,7.9,0.7,11.4
8830,Rhea,Donald Trump,TN,32394.0,16022.0,16372.0,4.4,91.3,2.5,0.1,0.1,0.0,24490.0,36146.0,2628.0,19927.0,1099.0,24.5,37.3,25.9,16.8,19.9,10.8,26.6,78.9,14.6,0.0,2.7,1.0,2.9,22.5,12496.0,75.4,17.2,6.7,0.7,11.1
8837,Churchill,Donald Trump,NV,24252.0,12368.0,11884.0,13.1,74.6,2.1,4.4,2.7,0.3,17651.0,47415.0,2549.0,24202.0,1180.0,15.9,20.8,29.7,20.9,20.5,14.7,14.2,81.8,11.0,0.1,2.2,1.5,3.4,19.3,9274.0,68.2,24.2,7.5,0.1,11.9
8843,Texas,Donald Trump,MO,25735.0,13296.0,12439.0,2.0,91.3,1.8,2.4,0.1,0.0,19611.0,35088.0,2370.0,17741.0,1072.0,21.7,29.5,23.1,21.3,24.3,13.9,17.4,81.6,13.2,0.1,1.9,0.8,2.4,26.2,9142.0,70.8,21.0,7.9,0.3,8.1
8848,Upson,Donald Trump,GA,26528.0,12701.0,13827.0,2.4,67.9,28.4,0.2,0.2,0.0,20242.0,35774.0,2147.0,19069.0,1457.0,23.7,36.5,24.7,19.7,21.8,9.8,23.9,79.5,16.1,0.5,0.6,1.2,2.0,23.3,9904.0,76.3,18.3,5.4,0.1,11.1
8851,Shelby,Donald Trump,IL,22115.0,11012.0,11103.0,0.9,97.6,0.5,0.2,0.3,0.0,17258.0,47850.0,3017.0,23697.0,1052.0,11.2,14.6,27.6,18.1,20.3,12.2,21.7,85.4,6.7,0.2,1.2,0.8,5.8,22.8,9895.0,82.4,10.2,7.5,0.0,6.2
8855,Jersey,Donald Trump,IL,22625.0,11058.0,11567.0,1.2,96.4,0.4,0.0,0.6,0.1,17534.0,53271.0,1829.0,25901.0,1291.0,7.3,8.2,31.5,18.3,25.9,9.7,14.7,84.8,7.3,0.1,3.3,0.6,3.8,29.4,10587.0,86.6,7.5,5.8,0.1,8.0
8872,Logan,Donald Trump,KY,26851.0,13283.0,13568.0,2.7,88.6,6.4,0.2,0.0,0.0,20270.0,38570.0,2613.0,19126.0,945.0,19.3,27.4,23.9,16.9,20.0,13.3,26.0,87.8,6.7,0.2,1.3,1.4,2.6,23.0,10471.0,80.4,12.8,6.5,0.2,7.7
8891,Ray,Donald Trump,MO,23031.0,11480.0,11551.0,2.2,94.2,1.4,0.4,0.2,0.0,17533.0,52526.0,2703.0,24101.0,993.0,15.9,25.8,26.2,17.1,22.6,11.4,22.6,82.9,11.1,0.4,1.6,0.8,3.2,31.2,10147.0,81.1,13.0,5.6,0.3,8.2
8896,Marion,Donald Trump,TN,28306.0,13861.0,14445.0,1.5,92.3,1.5,0.3,0.4,0.0,22109.0,41348.0,2574.0,21784.0,1111.0,19.2,30.3,27.0,13.2,25.3,12.9,21.6,82.2,10.6,0.0,2.1,0.5,4.6,28.5,11895.0,79.6,14.1,6.2,0.1,6.7
8903,Washington,Donald Trump,IA,22017.0,10847.0,11170.0,5.5,92.0,0.7,0.0,0.5,0.1,16327.0,56390.0,2418.0,27228.0,1284.0,9.3,13.4,32.5,16.2,22.5,14.3,14.5,77.0,12.5,0.5,3.9,2.1,4.0,21.3,11358.0,70.7,19.2,9.9,0.2,4.2
8913,Holmes,Donald Trump,OH,43436.0,21746.0,21690.0,0.9,98.0,0.2,0.1,0.1,0.1,28871.0,51996.0,2657.0,18906.0,685.0,12.7,17.9,20.8,13.5,19.3,14.7,31.6,51.7,21.8,0.3,6.9,10.5,8.9,21.8,19207.0,81.3,5.8,12.3,0.7,4.2
8918,Fayette,Donald Trump,OH,28769.0,14190.0,14579.0,1.8,93.3,1.9,0.1,0.6,0.0,21620.0,40503.0,2039.0,21632.0,997.0,18.4,28.0,24.6,18.1,25.5,9.9,21.8,85.0,8.9,0.5,2.0,1.0,2.7,23.2,12385.0,79.7,13.4,6.6,0.3,8.6
8923,Randolph,Donald Trump,WV,29365.0,15111.0,14254.0,0.8,96.2,1.9,0.2,0.2,0.0,23589.0,39457.0,2608.0,21139.0,1093.0,17.0,21.5,29.1,23.7,23.8,11.5,11.8,80.3,13.2,0.0,3.2,0.8,2.4,21.0,11833.0,77.2,18.9,3.9,0.0,6.7
8928,Menominee,Donald Trump,MI,23717.0,11972.0,11745.0,1.6,93.7,0.3,2.0,0.2,0.0,18956.0,40373.0,1379.0,23233.0,872.0,16.2,30.4,25.4,18.5,21.1,11.7,23.2,80.6,11.4,0.1,2.1,1.2,4.4,21.1,10346.0,80.7,11.9,7.1,0.3,8.5
8934,DeSoto,Donald Trump,FL,34957.0,19756.0,15201.0,30.5,55.2,12.9,0.1,0.3,0.1,23054.0,35165.0,2072.0,16441.0,1103.0,30.6,42.4,15.7,21.9,19.5,30.6,12.3,68.7,18.0,6.2,2.0,2.6,2.6,25.0,12279.0,80.5,14.7,4.8,0.0,9.4
8940,Harlan,Donald Trump,KY,28400.0,13877.0,14523.0,0.8,95.2,2.4,0.2,0.4,0.2,21907.0,25814.0,1880.0,15840.0,704.0,31.2,42.0,28.2,20.0,22.8,15.0,14.0,79.6,15.9,0.8,1.7,0.6,1.4,21.7,8189.0,74.0,20.2,5.8,0.1,9.8
8946,Kewaunee,Donald Trump,WI,20483.0,10406.0,10077.0,2.4,95.5,0.3,0.5,0.4,0.0,15683.0,56863.0,2641.0,26655.0,753.0,8.9,13.3,29.3,13.6,20.9,15.4,20.8,80.9,8.1,0.7,4.5,0.8,5.0,21.8,10404.0,82.3,8.8,8.7,0.2,4.7
8953,Carroll,Donald Trump,AR,27635.0,13535.0,14100.0,14.3,81.6,0.4,0.3,0.4,1.2,20067.0,36897.0,2308.0,20195.0,1225.0,18.3,27.2,27.5,16.7,19.1,12.7,24.0,78.5,11.6,0.0,4.4,0.6,4.8,19.6,11454.0,78.5,11.1,10.2,0.2,6.2
8961,Daviess,Donald Trump,IN,32411.0,16232.0,16179.0,4.5,93.0,1.4,0.0,0.3,0.0,22386.0,47342.0,1870.0,21101.0,734.0,13.2,17.5,24.5,15.6,17.8,17.2,25.0,74.3,16.4,0.4,3.0,2.6,3.4,23.1,14319.0,79.5,13.7,6.3,0.5,5.4
8964,Abbeville,Donald Trump,SC,24997.0,12308.0,12689.0,1.2,68.9,27.9,0.1,0.0,0.0,19399.0,34799.0,2097.0,18112.0,771.0,22.5,33.4,25.4,18.6,19.6,11.1,25.3,83.3,10.9,0.2,1.6,1.0,3.0,27.8,9294.0,80.2,13.5,6.2,0.0,10.7
8971,Blaine,Hillary Clinton,ID,21309.0,10836.0,10473.0,20.5,77.3,0.1,0.0,1.2,0.0,14593.0,60088.0,7095.0,34208.0,2258.0,10.4,20.4,31.9,26.2,22.6,13.8,5.5,73.4,8.4,2.4,4.2,2.3,9.4,17.7,11941.0,73.2,14.0,12.6,0.2,4.1
8979,Polk,Donald Trump,NC,20327.0,9808.0,10519.0,5.7,88.1,5.1,0.1,0.1,0.0,16452.0,46528.0,2697.0,27164.0,1860.0,13.9,25.3,33.0,18.2,24.1,11.5,13.2,75.9,13.6,0.7,1.6,2.0,6.2,25.0,8270.0,76.8,12.6,10.5,0.1,8.8
8982,Los Alamos,Hillary Clinton,NM,17939.0,9179.0,8760.0,16.2,73.9,0.5,1.0,6.7,0.1,12955.0,101934.0,5499.0,51148.0,2047.0,6.1,7.7,68.3,10.4,14.8,2.4,4.1,76.9,8.0,4.0,2.5,4.2,4.5,15.7,8916.0,61.9,31.3,6.6,0.2,3.5
8990,McCurtain,Donald Trump,OK,33143.0,16260.0,16883.0,5.3,64.0,8.2,13.8,0.1,0.2,24289.0,32324.0,1166.0,17898.0,616.0,25.3,34.3,23.2,19.1,19.7,15.2,22.9,79.8,14.2,0.5,1.5,1.7,2.3,22.3,12348.0,75.1,16.6,8.2,0.2,8.3
8993,Claiborne,Donald Trump,TN,31748.0,15556.0,16192.0,1.0,95.6,1.1,0.0,0.4,0.1,25255.0,34899.0,1875.0,18817.0,825.0,21.9,28.9,27.5,16.7,20.4,13.5,21.9,84.9,9.0,0.1,0.8,1.1,4.0,24.3,11935.0,77.8,13.5,8.4,0.3,8.2
9000,Peach,Donald Trump,GA,27086.0,13112.0,13974.0,7.2,45.5,45.5,0.0,1.1,0.0,20036.0,41588.0,2893.0,20689.0,1042.0,21.9,32.1,27.6,19.4,21.5,19.1,12.4,80.6,12.1,1.8,3.0,0.9,1.6,21.9,11481.0,68.9,24.5,6.6,0.0,11.3
9003,San Miguel,Hillary Clinton,NM,28668.0,14230.0,14438.0,76.9,19.0,1.3,0.9,0.9,0.1,22052.0,29237.0,2717.0,17849.0,1207.0,29.7,38.7,31.8,25.1,24.5,10.4,8.3,77.1,9.6,0.4,3.2,2.1,7.6,21.2,9751.0,56.9,37.3,5.5,0.4,6.4
9011,Ottawa,Donald Trump,OK,32085.0,15750.0,16335.0,5.1,66.3,0.9,13.7,0.7,0.7,23767.0,36347.0,985.0,18136.0,382.0,22.9,35.5,26.5,23.7,21.0,12.1,16.7,87.1,8.1,0.2,1.8,1.2,1.6,20.0,12922.0,73.7,20.9,5.1,0.3,9.4
9014,Rockbridge,Donald Trump,VA,22444.0,11111.0,11333.0,1.5,93.2,2.8,0.1,0.7,0.1,18268.0,48901.0,3747.0,26767.0,1971.0,13.9,20.9,33.3,17.2,22.1,10.0,17.4,85.8,6.6,0.2,0.4,1.4,5.6,22.8,9789.0,71.4,17.0,11.5,0.1,4.1
9019,Jerome,Donald Trump,ID,22653.0,11462.0,11191.0,33.4,64.1,0.1,0.4,0.5,0.0,12766.0,41630.0,2618.0,17708.0,856.0,16.4,22.1,24.7,15.9,18.8,24.0,16.6,80.8,12.1,0.4,3.3,0.9,2.5,17.8,9641.0,82.6,10.0,6.9,0.5,6.6
9027,Page,Donald Trump,VA,23843.0,11707.0,12136.0,1.8,94.7,1.6,0.2,0.5,0.0,18776.0,43895.0,2183.0,22241.0,1288.0,16.4,20.6,26.0,20.3,25.0,15.0,13.6,79.3,15.0,0.5,1.3,0.7,3.2,32.8,10379.0,76.0,17.6,6.3,0.1,9.3
9032,Franklin,Donald Trump,KS,25753.0,12675.0,13078.0,3.9,91.2,1.2,0.4,0.2,0.0,19082.0,51081.0,2161.0,24567.0,1408.0,13.1,19.6,30.0,16.4,22.3,12.5,18.8,79.9,10.1,0.6,3.0,2.1,4.3,24.4,12701.0,76.4,17.5,6.0,0.2,6.9
9036,Saunders,Donald Trump,NE,20913.0,10568.0,10345.0,2.1,95.8,0.6,0.3,0.3,0.0,15515.0,60854.0,2097.0,29637.0,1363.0,9.7,16.4,36.3,15.3,25.1,11.1,12.2,81.8,8.6,0.2,2.9,1.0,5.5,26.0,10624.0,75.6,15.6,8.4,0.4,3.5
9040,Osceola,Donald Trump,MI,23234.0,11728.0,11506.0,1.6,95.3,0.8,0.6,0.3,0.0,17585.0,38999.0,1564.0,19205.0,543.0,22.0,35.4,25.0,17.8,19.4,11.7,26.2,78.9,10.9,0.4,2.9,2.1,4.7,25.2,8807.0,79.5,11.7,8.5,0.4,10.3
9046,Mercer,Donald Trump,KY,21342.0,10537.0,10805.0,2.4,91.6,3.8,0.1,0.5,0.0,16262.0,42083.0,4083.0,22658.0,988.0,18.3,27.5,29.1,15.4,22.2,12.7,20.6,84.8,8.4,0.0,1.3,0.7,4.7,24.5,9331.0,75.8,16.0,7.1,1.1,11.5
9052,Washington,Donald Trump,NE,20257.0,9976.0,10281.0,2.4,95.3,0.7,0.2,0.1,0.1,15291.0,65370.0,2817.0,31151.0,1394.0,9.5,15.5,37.4,13.9,24.8,11.4,12.6,85.1,6.9,0.0,3.1,0.5,4.5,21.2,10850.0,79.6,13.5,6.7,0.2,1.4
9056,Dunklin,Donald Trump,MO,31562.0,15220.0,16342.0,6.1,81.7,9.8,0.3,0.4,0.0,22771.0,31077.0,1712.0,18009.0,998.0,27.7,39.3,26.7,21.3,21.2,12.0,18.8,84.3,10.4,0.2,1.1,1.6,2.4,20.2,11646.0,76.5,16.7,6.6,0.2,8.1
9061,Winchester city,Hillary Clinton,VA,27168.0,13433.0,13735.0,16.3,67.9,10.4,0.2,2.4,0.0,18942.0,45363.0,2293.0,26182.0,1441.0,16.0,19.5,34.7,20.9,23.9,8.2,12.3,69.6,14.8,1.1,7.5,2.7,4.4,22.7,12748.0,80.5,12.9,6.3,0.3,6.7
9066,Grayson,Donald Trump,KY,26001.0,12950.0,13051.0,1.2,95.5,1.2,0.2,0.2,0.0,19607.0,35030.0,2737.0,19902.0,1864.0,24.0,34.4,28.0,12.7,19.2,16.0,24.2,80.4,14.6,0.1,0.6,1.2,3.2,27.3,10342.0,75.5,16.6,7.6,0.3,9.3
